Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Publisher,Date Published,Year Published,Genre,Summary,Number of Pages,Language,ISBN,Physical Location,Google VolumeID
Vineland,,.,51.0,Thomas Pynchon,"Pynchon, Thomas",MDS Books/Mediasat,,,,,383.0,español,9788496075382.0,Estantería 1.4,sAxLGgAACAAJ
"Yo, Claudio",,.,14.0,Robert Graves,"Graves, Robert",MDS Books/Mediasat,,,,,444.0,español,9788496075108.0,Estantería 1.4,88bCQwAACAAJ
100 000 Km Tras Los Ovnis,,,,J. J. Benítez,"Benítez, J. J.","Plaza & Janés Editories, S.A.",,1995.0,,,400.0,español,9788401008566.0,Estantería 1.5,-Pz-AQAACAAJ
Bajo mi piel,,,,Nidia Represa Martínez,"Martínez, Nidia Represa",Vive Libro,,,Juvenile Nonfiction,"El instituto no es lo que parece, sus muros esconden más secretos de los que os podeis imaginar.",313.0,español,9788416317752.0,Estantería 1.5,6wdMrgEACAAJ
"Einstein, La teoría de la relatividad",el espacio es una cuestión de tiempo,,,David Blanco Laserna,"Laserna, David Blanco",RBA,,,,"El rostro de Albert Einstein se cuenta entre los más reconocibles del siglo pasado, a la altura de las estrellas de cine o de las grandes figuras de la política. Apagados los ecos de la época convulsa en que vivió, perduran sus extraordinarias aportaciones científicas: la relación entre masa y energía expresada en la ecuación E = mc2, su trabajo pionero sobre la naturaleza cuántica de la luz y, sobre todo, la teoría de la relatividad, que alteró para siempre nuestras nociones del espacio y el tiempo.",175.0,español,9788447376254.0,Estantería 1.5,Agx-mAEACAAJ
El círculo mágico,,,,Katherine Neville,"Neville, Katherine",Ediciones B,,,Fiction,"When her cousin is slain by an unknown assassin, Ariel Behn becomes the sole heir to a family legacy--a sinister cache of manuscripts that thrusts her into the deadly center of international intrigue and an age-old enigma that spans centuries. Whoever assembles and interprets the cryptic clues of this ancient mystery will possess the power to control the fate of the world. Against a lavish backdrop that sweeps from the rise of the Roman Empire to the fall of the Berlin Wall, Ariel begins to unlock the chilling truth of the coming millennium. Ariel recibe en herencia unos viejos manuscritos que encierran un importante secreto relacionado con los objetos sagrados de las tribus de Israel. Quien consiga descifrarlos sera depositario de una sabiduria capaz de encontrar el origen de los mitos, las creencias, y los simbolos de todas las grandes culturas de la historia--las runas teutonicas, los mitos griegos, las Sagradas Escrituras y la sabiduria de los indios americanos--y descifrara las claves para la interpretacion del futuro. Pero tan pronto como recibe ese valioso legado, Ariel se convierte en el objetivo de todos aquellos que codician su poder.",544.0,español,9788440682444.0,Estantería 1.5,SjZLSwAACAAJ
El ocho,,,,Katherine Neville,"Neville, Katherine",Ediciones B,,,Fiction,"Catherine Velis, experta en ordenadores, se involucra por azar en la búsqueda de un legendario ajedrez pertenencia de Carlomagno. No es tarea fácil pues, según le advierte el campeón soviético de este deporte, todos aquellos obstinados en recuperar las pi",649.0,español,9788440616364.0,Estantería 1.5,XthbBNlZGs8C
El olvido que seremos / Memories of My Father,,,,Hector Abad Faciolince,"Faciolince, Hector Abad",PRH Grupo Editorial,,,Biography & Autobiography,"Ahora con película de Fernando Trueba.La obra maestra de Héctor Abad Faciolince, uno de los libros fundamentales de la literatura contemporánea en español.El 25 de agosto de 1987 Héctor Abad Gómez, médico y activista en pro de los derechos humanos, es asesinado en Medellín por los paramilitares.El olvido que seremos es su biografía novelada, escrita por su propio hijo. Un relato desgarrador y emocionante sobre la familia, que refleja, al tiempo, el infierno de la violencia que ha golpeado Colombia en los últimos cincuenta años.Esta novela de Héctor Abad Faciolince ha sido ganadora del Premio WOLA-Duke en Derechos Humanos en Estados Unidos y del Prémio Criaçao Literária Casa da America Latina de Portugal.ENGLISH DESCRIPTIONThe book that inspired Fernando Trueba's film Memories of My Father.Héctor Abad Faciolince’s masterpiece, one of the fundamental books in contemporary Spanish-language literature.On August 25, 1987, Héctor Abad Gómez, doctor and human rights activist, is murdered by paramilitaries in Medellín.Oblivion: A Memoir is his biographical novel, written by his own son. A heartrending, emotional tale about family which at the same time reflects the hellish violence that has buffeted Colombia for the last fifty years.This novel by Héctor Abad Faciolince has won the WOLA-Duke Book Award for Human Rights in the United States and the Casa da America Latina Literary Creation Prize in Portugal.",328.0,español,9788420426402.0,Estantería 1.5,CmWREAAAQBAJ
En el amor y en la guerra,,,,Ildefonso Falcones,"Falcones, Ildefonso",Grijalbo Mondadori,,,,"1442. Arnau Estanyol, nieto del protagonista de La catedral del mar, sirve con fervor al rey de Aragón en la conquista de Nápoles cuando los enemigos eternos de la familia aprovechan su ausencia para irrumpir en su palacio y atacar a su hijastra, la joven Marina, con consecuencias devastadoras para todos. Así arranca una deslumbrante novela épica que recorre la segunda mitad del siglo XV, unos años que supusieron el final del oscurantismo medieval y el inicio de un periodo más luminoso, el Renacimiento. Arnau Estanyol, descendiente de esos años oscuros, verá cómo el mundo se transforma a su alrededor, cómo cambia el arte de la guerra y cómo el amor es capaz de transformar el corazón más endurecido.",757.0,francés,9788425369575.0,Estantería 1.5,8SYd0QEACAAJ
Frankenstein,,,,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Orbis,,,,,297.0,español,9788440218070.0,Estantería 1.5,JJs-PgAACAAJ
Gente que se fue,,,,David Gistau,"Gistau, David",Círculo de Tiza,,,Juvenile Nonfiction,"Gente que se fue reúne relatos del escritor y periodista David Gistau. Textos contradictorios, luminosos y oscuros a la vez, unidos por un hilo imperceptible que va tejiéndose a través de una mirada alada como un cuchillo, capaz de recoger el desamparo, el humor, la ternura y la violencia en los márgenes de la vida. La pluma de Gistau rescata lo extraordinario de lo ordinario, en la belleza de las pequeñas cosas y en el dolor de las heridas abiertas. Por las páginas de Gente que se fue transitan rockeros, supervivientes de la movida, periodistas que terminan de cerrar la primera edición, aspirantes a artistas con el destino roto, camareros de doble vida, veteranos de los Centuriones a los que fotografió García Álix en los años ochenta, cuando Madrid ansiaba mostrar hazañas transgresoras para acelerar el tránsito posfranquista. La ciudad como refugio y como condena de una fauna urbana y nocturna encerrada en los sueños que nunca se cumplen. Un libro que no dejará indiferente a quien se zambulla en estas historias que se leen con avidez, escritas con el toque que tienen los grandes para construir mundos enteros con las palabras justas.",202.0,español,9788494913136.0,Estantería 1.5,zgTYwQEACAAJ
Historia de España,Prehistoria,.,1.0,Alfonso Moure Romanillo,"Romanillo, Alfonso Moure","Espasa Calpe, S. A.",,,,,720.0,español,9788467015744.0,Estantería 1.5,XB1IxgEACAAJ
Historia de España,Historia Romana,.,2.0,"José Luis Martín,José Manuel Roldán Hervás,Juan Santos Yanguas","Martín, José Luis",Espasa-Calpe,,,,,703.0,español,9788467015751.0,Estantería 1.5,IOpLxgEACAAJ
Historia de España,Alta Edad Media,.,3.0,"José Luis Martín,José Manuel Roldán Hervás,Juan Santos Yanguas","Martín, José Luis",Espasa-Calpe,,,,,703.0,español,9788467015751.0,Estantería 1.5,IOpLxgEACAAJ
Historia de España,Plena y baja Edad Media. De la Reconquista a la expansión atlántica (siglos XI-XV),.,4.0,José Luis Martín,"Martín, José Luis",Espasa-Calpe,,,,,703.0,español,9788467015775.0,Estantería 1.5,hcscMwAACAAJ
Historia de España,La España de los Reyes Católicos,.,5.0,Ángel Rodríguez Sánchez,"Sánchez, Ángel Rodríguez",Espasa Calpe,,,,,720.0,español,9788467015782.0,Estantería 1.5,40vV0AEACAAJ
Historia de España,La España de los Austrias I. Auge y decadencia del Imperio español (siglos XVI-XVII),.,6.0,"Jaime Contreras,Antonio Simón Tarrés,Ricardo García Cárcel","Contreras, Jaime",Editorial Espasa Calpe,,,,,704.0,español,9788467015799.0,Estantería 1.5,VLAGNAAACAAJ
Historia de España,"La España de los Austrias II. Economía, sociedad, gobierno y cultura (siglos XVI-XVII)",.,7.0,Jaime Contreras,"Contreras, Jaime",Espasa-Calpe,,,,,703.0,español,9788467015805.0,Estantería 1.5,zW2BPgAACAAJ
Historia de España,Los Borbónicos. Fin de los Austria y llegada de los Borbón (siglo XVIII),.,8.0,"Fernández Díaz Fernández,Ricardo García Cárcel,Roberto Fernández Díaz","Fernández, Fernández Díaz",Espasa-Calpe,,,,,703.0,español,9788467015812.0,Estantería 1.5,d3oyPwAACAAJ
Historia de España,"La economía en el siglo XVIII Agricultura, industria y comercio en el siglo de las reformas",.,9.0,Roberto Fernández,"Fernández, Roberto",Espasa-Calpe,,,,,704.0,español,9788467015829.0,Estantería 1.5,N4PKGwAACAAJ
Historia de España,La sociedad del siglo XVIII. Las reformas pendientes y el pensamiento económico ilustrado,.,10.0,Roberto Fernández Díaz,"Díaz, Roberto Fernández","Espasa Calpe, S. A.",,,,,704.0,español,9788467015836.0,Estantería 1.5,vj550QEACAAJ
Historia de España,La Ilustración. Las ideas y la renovación cultural en el siglo XVIII. La Ilustración. 11,.,11.0,Roberto Fernández Díaz,"Díaz, Roberto Fernández","Espasa Calpe, S. A.",,,,,703.0,español,9788467015843.0,Estantería 1.5,C6pEzQEACAAJ
Historia de España,El siglo XIX. De la guerra de la independencia a la revolución de 1868,.,12.0,Javier Tusell,"Tusell, Javier",Espasa-Calpe,,,,,704.0,español,9788467015850.0,Estantería 1.5,IOnzPgAACAAJ
Historia de España,Revolución y Restauración. Del Sexenio Revolucionario a la guerra de Cuba (1868-1898). Revolución y Restauración. 13,.,13.0,"Rafael Sánchez Mantero,Feliciano Montero García","Mantero, Rafael Sánchez",Espasa-Calpe,,,,,704.0,español,9788467015867.0,Estantería 1.5,_vRDzQEACAAJ
Historia de España,El reinado de Alfonso XIII. El regeneracionismo borbónico y la crisis del parlamentarismo (1898-1923),.,14.0,"Feliciano Montero García,Javier Tusell","García, Feliciano Montero",Espasa-Calpe,,,,,703.0,español,9788467015874.0,Estantería 1.5,fH5mGwAACAAJ
Historia de España,"El Directorio y la Segunda República. La dictatura de Primo de Rivera, el fin de la Monarguía y la República (1923-1936)",.,15.0,Javier Tusell,"Tusell, Javier",Espasa-Calpe,,,,,703.0,español,9788467015881.0,Estantería 1.5,LBc5PQAACAAJ
Historia de España,"Guerra y dictadura. La guerra civil, la posguerra y el fin del aislamiento internacional (1936-1951)",.,16.0,Javier Tusell,"Tusell, Javier",Espasa-Calpe,,,,,704.0,español,9788467015898.0,Estantería 1.5,yTk7PgAACAAJ
Historia de España,Franquismo y transición. Del apogeo del régimen a la consolidación de la democracia (1951-1982),.,17.0,Javier Tusell,"Tusell, Javier",Espasa-Calpe,,,,,694.0,español,9788467015904.0,Estantería 1.5,-UN5GwAACAAJ
Historia de España,La España de Juan Carlos I. Cronología. Índice analítico,.,18.0,Victoria Prego,"Prego, Victoria",Espasa-Calpe,,,,,702.0,español,9788467015911.0,Estantería 1.5,4kBexgEACAAJ
Historia de España,Diccionario de historia de España y América I. A - G,.,19.0,Víctor Álvarez,"Álvarez, Víctor",Espasa Calpe,,,,,688.0,español,9788467015928.0,Estantería 1.5,W-KARAAACAAJ
Historia de España,Diccionario de historia de España y América II. H - Z,.,20.0,Jaime Alvar Ezquerra,"Ezquerra, Jaime Alvar",Editorial Espasa Calpe,,,,,697.0,español,9788467015935.0,Estantería 1.5,on7aRAAACAAJ
La catedral del mar,,,,Ildefonso Falcones de Sierra,"Sierra, Ildefonso Falcones de",Grijalbo,,,Fiction,"El joven Arnau trabaja como palafrenero, estibador, soldado y cambista. Una vida extenuante, siempre al amparo de la catedral de la mar, que le iba a llevar de la miseria del fugitivo a la nobleza y la riqueza. Pero con esta posición privilegiada también le llega la envidia de sus pares, que urden una sórdida conjura que pone su vida en manos de la Inquisición... La catedral del mar es una trama en la que se entrecruzan lealtad y venganza, traición y amor, guerra y peste, en un mundo marcado por la intolerancia religiosa, la ambición material y la segregación social. Tomado de: http://bit.ly/2f5G2AQ.",669.0,español,9788425340031.0,Estantería 1.5,P21lAAAAMAAJ
La chica que soñaba con un cerillo y un galón de gasolina,,,,Stieg Larsson,"Larsson, Stieg",Ediciones Planeta Mexicana,,,Fiction,"Lisbeth Salander se ha tomado un tiempo: necesita apartarse del foco de atencion y salir de Estocolmo. Trata de seguir una ferrea disciplina y no contestar a las llamadas ni a los mensajes de Mikael, que no entiende por que ha desaparecido de su vida sin dar ningun tipo de explicacion. Lisbeth se cura las heridas de amor en soledad, aunque intente distraer el desencanto mediante el estudio de las matematicas y con ciertos placeres en una playa del Caribe. Y Mikael? El gran heroe vive buenos momentos en Millennium, con las finanzas de la revista saneadas y el reconocimiento profesional por parte de los colegas. Ahora tiene entre manos un reportaje apasionante sobre el trafico y la prostitucion de mujeres procedentes del Este que le ha propuesto Dag Svensson, periodista de investigacion, y su mujer, la criminologa e investigadora de genero Mia Bergman. Las vidas de los dos protagonistas parecen haberse separado por completo, pero entretanto... una muchacha, atada a una cama, soporta un dia tras otro las horribles visitas de un ser despreciable y, sin decir palabra, suena con un cerillo y un galon de gasolina, con la forma de provocar el fuego que acabe con todo.",749.0,español,9788423341009.0,Estantería 1.5,PKlePgAACAAJ
La Corona Del Mundo,,,,Peter Berling,"Berling, Peter","Plaza & Janés Editories, S.A.",1996/11/01,1996.0,,,960.0,español,9788401242120.0,Estantería 1.5,CC5GAAAACAAJ
La historiadora,,,,Elizabeth Kostova,"Kostova, Elizabeth",Umbriel,,,Fiction,"Vuelta de tuerca muy interesante de las conocidísimas tramas de las historias de vampiros. Los protagonistas, un padre y una hija, tendrán que enfrentarse a sus miedos más personales en esta historia que rebosa acción, aventura, misterio, datos históricos, y un toque de terror. Todo comienza cuando la hija descubre unas viejas cartas sin mucho sentido en el escritorio de su padre, en Ámsterdam. Éste, eminente discursista y fundador de una organización por la defensa de la paz entre pueblos, no desea explicarle el significado del descubrimiento a su hija, pues teme que vaya a pasarle algo terrible. A pesar de ello, la niña no cede en su empeño y, tras muchas horas leyendo libros de torturas e historias escalofriantes a escondidas, consigue descifrar un poco qué oscuro secreto le oculta su padre, y por qué éste se niega a hablar del tema. Para comprender la historia tenemos que trasladarnos a la juventud del padre, en la universidad de Oxford en los años 50, en este momento un joven universitario emprendedor, cuando llega hasta sus manos de manera inexplicable un enigmático libro antiguo que habla de acontecimientos del siglo XIV en la región de los Cárpatos. Paul, el padre, comenta el hecho con su director de tesis, el Dr. Rossi, y éste le muestra a su vez otro libro similar que también llegó a sus manos, del mismo extraño modo 30 años atrás, y al despedirse le da a Paul unas cartas. Al día siguiente, Rossi desaparece misteriosamente dejando un leve rastro de sangre.",698.0,español,9788495618870.0,Estantería 1.5,boLsOwAACAAJ
La mano de Fátima,,,,Ildefonso Falcones de Sierra,"Sierra, Ildefonso Falcones de",Grijalbo,,2009.0,Fiction,"La nueva novela de Ildefonso Falcones, autor de La Catedral del Mar. La historia de un joven desgarrado entre dos religiones y dos amores, en busca de su libertad y la de su pueblo, en la Andalucía del siglo XVI.",954.0,español,9788425343544.0,Estantería 1.5,fbJfPgAACAAJ
La materia oscura,el elemento más misterioso del universo,,,Alberto Casas,"Casas, Alberto",RBA,,,,"En las últimas décadas se ha constatado que un tipo nuevo de materia, radicalmente distinta a la tradicional, se extiende por todo el universo. Llamada ±oscura» por lo difícil que resulta detectarla, es mucho más numerosa que la materia ordinaria. Junto con la no menos misteriosa ±energía oscura», constituye el 95% del contenido total del Cosmos. Tal es su densidad que de ellas depende el destino de todo el universo.",159.0,español,9788447383016.0,Estantería 1.5,PzhkjwEACAAJ
La Meta,Un Proceso de Mejora Continua,,,"Eliyahu M. Goldratt,Jeff Cox","Goldratt, Eliyahu M.","Editorial Díaz de Santos, S.A.",,,Business & Economics,"Escrita con un estilo de relato de acción, LA META es la emocionante novela que está transformando el pensamiento de los directivos de todo el mundo occidental. El autor ha sido descrito por la revista 'Fortune' como un gurú de la industria y por 'Business week' como 'genio'. Este es un libro para ser recomendado a sus amigos profesionales de la industria -incluso a sus jefes- pero no a sus competidores. Alex Rogo es un 'estresado' director de fábrica que intenta desesperadamente mejorar los resultados de la misma, que está abocada al desastre. Lo mismo ocurre con su matrimonio. Tiene noventa días para salvar su fabrica, o ésta será cerrada por la corporación, lo que conllevará la perdida de cientos de puestos de trabajo. Por una casualidad se encuentra con un colega de sus días de estudiante -Jonah- que le ayuda a romper con las formas convencionales de pensamiento para saber lo que tiene que hacer. La historia de Alex es algo más que una lectura interesante. Contiene un mensaje importante para todos los directivos de la empresa y expone las ideas que sirven de base a la Dirección de las Limitaciones (Theory of Constraints - T.O.C.) desarrollada por el Instituto Goldratt. Eliyahu M. Goldratt es un líder internacionalmente reconocido en el desarrollo de nuevos conceptos y sistemas en la dirección de empresas y como profesor en muchas corporaciones del mundo. La presente edición incluye una serie de detalladas entrevistas de estudios de caso realizadas por David Whitford, Editor Jefe de la revista Fortune Small Business, que investiga como las organizaciones en todo el mundo han sido transformadas por las ideas de Eli Goldratt.",402.0,español,9788479787189.0,Estantería 1.5,xYprzwEACAAJ
La proporción áurea,el lenguaje matemático de la belleza,,,Fernando Corbalán,"Corbalán, Fernando",RBA Coleccionables,,,,,157.0,español,9788447377305.0,Estantería 1.5,4zwTrgEACAAJ
La reina en el palacio de las corrientes de aire,,,,Stieg Larsson,"Larsson, Stieg",Destino,,,Fiction,"Los lectores que llegaron con el corazón en un puño al final de La chica que soñaba con una cerilla y un bidón de gasolina quizás prefieran no seguir leyendo estas líneas y descubrir por sí mismos cómo sigue la serie y, sobre todo, qué le sucede a Lisbeth Salander. Como ya imaginábamos, Lisbeth no está muerta, aunque no hay muchas razones para cantar victoria: con una bala en el cerebro, necesita un milagro, o el más habilidoso cirujano, para salvar la vida. Le esperan semanas de confinamiento en el mismo centro donde un paciente muy peligroso sigue acechándola: Alexander Zalachenko, Zala . Desde la cama del hospital, y pese a su gravísimo estado, Lisbeth hace esfuerzos sobrehumanos para mantenerse alerta, porque sabe que sus impresionantes habilidades informáticas van a ser, una vez más, su mejor defensa. Entre tanto, con una Erika Berger totalmente inmersa en las luchas de poder y las estrategias comerciales del poderoso periódico Svenska Morgon-Posten , en horas bajas tras el descenso de las ventas y de los anunciantes, Mikael se siente muy solo. Quizás Lisbeth le haya apartado de su vida, pero a medida que sus investigaciones avanzan y las oscuras razones que están tras el complot contra Salander van tomando forma, Mikael sabe que no puede dejar en manos de la Justicia y del Estado la vida y la libertad de Lisbeth. Pesan sobre ella durísimas acusaciones que hacen que la policía mantenga la orden de aislamiento, así que Kalle Blomkvist tendrá que ingeniárselas para llegar hasta ella, ayudarla, incluso a su pesar, y hacerle saber que sigue allí, a su lado, para siempre. El 27 de agosto no te pierdas Millennium 4, Lo que no te mata te hace más fuerte . Vuelve Lisbeth. Millennium continúa.",854.0,español,9788423341610.0,Estantería 1.5,l7aHTFOk8XEC
Loba negra,,,,Juan Gómez-Jurado,"Gómez-Jurado, Juan",Ediciones B,,,Fiction,"""Antonia Scott es una mujer muy especial. Tiene un don que es al mismo tiempo una maldición: una extraordinaria inteligencia. Gracias a ella ha salvado decenas de vidas"", pero también lo ha perdido casi todo. El inspector Jon Gutiérrez, homosexual y policía vasco, es un buen policía, que colabora con Antonia y la protege. Pero Jon se dará cuenta en seguida de que con Antonia nada es fácil. En esta ocasión su misión le conduce a Marbella y al mundo corrupto de las mafias rusas.",544.0,español,9788466666497.0,Estantería 1.5,M6FIyAEACAAJ
Los herederos de la tierra,,,,Ildefonso Falcones de Sierra,"Sierra, Ildefonso Falcones de",Grijalbo,,,Juvenile Nonfiction,"Barcelona, 1387. Las campanas de la iglesia de Santa Maria de la Mar siguen sonando para todos los habitantes del barrio de la Ribera, pero uno de ellos escucha su repique con especial atencion; Hugo Llor, hijo de un marinero fallecido, a sus doce anos trabaja en las atarazanas gracias a la generosidad de uno de los prohombres mas apreciados de la ciudad: Arnau Estanyol. Pero sus suenos juveniles de convertirse en constructor de barcos se daran de bruces contra una realidad dura y despiadada cuando la familia Puig, enemiga acerrima de su mentor, aproveche su posicion ante el nuevo rey para ejecutar una venganza que llevaba anos acariciando. A partir de ese momento, la vida de Hugo oscila entre su lealtad a Bernat, amigo y unico hijo de Arnau, y la necesidad de sobrevivir en una ciudad injusta con los pobres. Obligado a abandonar el barrio de la Ribera, busca trabajo junto a Mahir, un judio que le ensena los secretos del mundo del vino. Con el, entre vinedos, cubas y alambiques, el muchacho descubre la pasion por la tierra al tiempo que conoce a Dolca, la hermosa sobrina del judio, que se convertira en su primer amor. Pero este sentimiento, prohibido por las costumbres y por la religion, sera el que le proporcionara los momentos mas dulces y amargos de su juventud. Diez anos despues de La catedral del mar, Ildefonso Falcones regresa de nuevo a ese mundo que tan bien conoce, la Barcelona medieval. Y lo hace con la amenidad de todas sus obras, recreando una vez mas a la perfeccion esa efervescente sociedad feudal, prisionera de una nobleza voluble y corrupta, y la lucha de un hombre por salir adelante sin sacrificar su dignidad.",892.0,español,9788425354236.0,Estantería 1.5,brNDvgAACAAJ
Los hombres que no amaban a las mujeres,,,,Stieg Larsson,"Larsson, Stieg",Destino,,,Fiction: Literature,"Fransje, el narrador, no tiene más que quince años y acaba de salir de un coma. No puede andar, ni hablar, y sólo puede expresarse a través de la escritura, ya que su mano y su brazo derechos siguen intactos. Pero no está en absoluto desesperado, gracias a las enseñanzas del gran samurái Miyamoto Musashi y a una inteligencia y un sentido del humor que le convierten en el peculiar cronista de Lonmark, el pueblo en el que vive.",349.0,español,9788423340446.0,Estantería 1.5,mddEwgEACAAJ
Luna nueva,,,,Stephenie Meyer,"Meyer, Stephenie",Alfaguara,,,Juvenile Fiction,"VUELVE STEPHENIE MEYER «Cuando el papel me cortó el dedo, sólo salió una gota de sangre del pequeño corte. Entonces, todo pasó muy rápido. ""¡No!"", rugió Edward... Aturdida y desorientada, miré la brillante sangre roja que salía de mi brazo y después a los ojos enfebrecidos de seis vampiros repentinamente hambrientos...» Para Bella Swan, hay una cosa más importante que su propia vida: Edward Cullen. Pero enamorarse de un vampiro es más peligroso de lo que Bella nunca podría haber imaginado. Edward ya ha rescatado a Bella de las garras de un diabólico vampiro, pero ahora, a medida que su arriesgada relación amenaza todo lo que es cercano y querido para ellos, se dan cuenta de que sus problemas puede que sólo estén empezando...",574.0,español,9788420471136.0,Estantería 1.5,QTn-QQAACAAJ
Reina roja,,,,Juan Gómez-Jurado,"Gómez-Jurado, Juan",Ediciones B,,,Romance literature,"Klappentext: Antonia Scott es una mujer muy especial. Tiene un don que es al mismo tiempo una maldición: una extraordinaria inteligencia. Gracias a ella ha salvado decenas de vidas, pero también lo ha perdido todo. Hoy se parapeta contra el mundo en su piso casi vacío de Lavapiés, del que no piensa volver a salir. Ya no queda nada ahí fuera que le interese lo más mínimo. El inspector Jon Gutiérrez está acusado de corrupción, suspendido de empleo y sueldo. Es un buen policía metido en un asunto muy feo, y ya no tiene mucho que perder. Por eso acepta la propuesta de un misterioso desconocido: ir a buscar a Antonia y sacarla de su encierro, conseguir que vuelva a hacer lo que fuera que hiciera antes, y el desconocido le ayudará a limpiar su nombre. Un encargo extraño aunque aparentemente fácil. Pero Jon se dará cuenta en seguida de que con Antonia nada es fácil.",566.0,español,9788466664417.0,Estantería 1.5,UM1TvQEACAAJ
Serie Millennium 4. Lo que no te mata te hace más fuerte,,,,David Lagercrantz,"Lagercrantz, David",Ediciones Destino,,,,"VUELVE LISBETH SALANDER. MILLENNIUM CONTINUA. Millennium continua con la esperadisima cuarta entrega de la serie de culto que marco un antes y un despues con mas de 80 millones de lectores en todo el mundo. Lisbeth Salander esta inquieta. Ha participado en un ataque hacker sin razon aparente y esta asumiendo riesgos que norma lmente evitaria. Mientras, la revista Millennium ha cambiado de propietarios. Quienes le critican, insisten en que Mikael Blomkvist ya es historia. Una noche, Blomkvist recibe la llamada del profesor Frans Balder, un eminente investigador especializado en Inteligencia Artificial quien afirma tener en su poder informacion vital para el servicio de inteligencia norteamericano. Su as en la manga es una joven rebelde, un bicho raro que se parece mucho a alguien a quien Blomkvist conoce demasiado bien. Mikael siente que esa puede ser la exclusiva que el y Millennium tanto necesitan, pero Lisbeth Salander, como siempre, tiene sus propios planes. En Lo que no te mata te hace mas fuerte, la singular pareja aclamada por mas de 80 millones de lectores en Los hombres que no amaban a las mujeres, La chica que soñaba con una cerilla y un bidon de gasolina y La reina en el palacio de las corrientes de aire continua su historia. Ha llegado la hora de que sus caminos se crucen de nuevo. (Fuente: Casa del Libro).",656.0,español,9788423349784.0,Estantería 1.5,IRkYswEACAAJ
Sócrates y Platón,"vida, pensamiento y obra",,,Frederick Charles Copleston,"Copleston, Frederick Charles",Planeta DeAgostini,,,,,384.0,español,9788467451160.0,Estantería 1.5,w1ccNQAACAAJ
Todos los futuros perdidos,Conversaciones sobre el final de ETA,,,"Eduardo Madina,Borja Sémper","Madina, Eduardo",Plaza & Janés,,,Philosophy,"Este libro comienza con el recuerdo de un día feliz, el 20 de octubre de 2011, en el que la banda terrorista ETA anunció su cese definitivo. Diez años después de aquella fecha histórica, un centenario caserío en Aretxabaleta, cercano a Mondragón, albergaba esta emocionante conversación sobre uno de los episodios más oscuros de nuestro pasado reciente.Eduardo Madina y Borja Sémper eligieron un simbólico cruce de caminos en el corazón de Euskadi porque la suya es una historia de vidas paralelas con muchos puntos de conexión. Nacidos en Bilbao e Irun con apenas unas horas de diferencia, su compromiso les convirtió desde muy jóvenes en objetivos de la violencia. Ambos vivieron los años más duros del terrorismo en primera línea y desde distintas formaciones políticas. Nunca se plantearon renunciar, a pesar del coste que supuso en sus vidas.Todos los futuros perdidos es un conmovedor testimonio contra el miedo, el silencio y el olvido. Un libro imprescindible que reivindica la memoria colectiva de un pasado que no debió existir al tiempo que celebra la mayor de las victorias, la de todos los futuros que se ganaron.",286.0,español,9788401027130.0,Estantería 1.5,rPm-zgEACAAJ
A sangre fría,,.,14.0,Truman Capote,"Capote, Truman",El Pais,,,,,495.0,español,9788489669345.0,Estantería 1.6,Oy6wPAAACAAJ
Circo Máximo,la ira de Trajano,,,Santiago Posteguillo,"Posteguillo, Santiago",Planeta,,,Juvenile Nonfiction,"Circo Máximo, de Santiago Posteguillo, que ha escrito otras obras de narrativa histórica como Las Legiones Malditas o La traición de Roma, es la segunda parte de la trilogía de Trajano, que comenzó con Los asesinos del emperador, un relato impactante, descomunal, descrito con un trepidante pulso narrativo destinado a trasla dar al lector a la Roma imperial de los césares. Santiago posteguillo se ha convertido en el autor español de referencia de la novela histórica sobre Roma y el mundo antiguo. Bienvenidos al mundo de Marco Ulpio Trajano. Circo Máximo es la historia de Trajano y su gobierno, guerras y traiciones, lealtades insobornables e historias de amor imposibles. Hay una vestal, un juicio, inocentes acusados, un abogado especial, mensajes cifrados, códigos secretos, batallas campales, fortalezas inexpugnables, asedios sin fin, dos aurigas rivales, el Anfiteatro, los gladiadores y tres carreras de cuadrigas. Hay también un caballo especial, diferente a todos, leyes antiguas olvidadas, sacrificios humanos, amargura y terror, pero también destellos de nobleza y esperanza, como la llama de Vesta, que mientras arde preserva a Roma. Sólo que hay noches en las que la llama del Templo de Vesta tiembla. La rueda de la Fortuna comienza entonces a girar. En esos momentos, todo puede pasar y hasta la vida del propio Trajano, aunque él no lo sepa, corre peligro. Y, esto es lo mejor de todo, ocurrió: hubo un complot para asesinar a Marco Ulpio Trajano. ""Una novela monumental, muy emocionante. Resulta imposible dejar su gozosa lectura."" El País. ""Un relato destinado a conseguir que el lector amante de la literatura histórica viaje en el tiempo.",1197.0,español,9788408117117.0,Estantería 1.6,UD_QnQEACAAJ
Dublineses,,.,34.0,James Joyce,"Joyce, James",El Pais,,,,,255.0,español,9788489669543.0,Estantería 1.6,1t_zAAAACAAJ
El amante,,.,2.0,Marguerite Duras,"Duras, Marguerite",El Pais,,,,,154.0,español,9788489669222.0,Estantería 1.6,sXjaPQAACAAJ
