Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Publisher,Date Published,Year Published,Genre,Summary,Number of Pages,Language,ISBN,Physical Location,Google VolumeID
El cuaderno gris,,.,40.0,Josep Pla,"Pla, Josep","El mundo, Unidad Editorial",,1999.0,,"Al abrir El cuaderno gris es mucho lo que puede asombrar al lector: una conversación cazada al vuelo en un café; una sentencia (casi un aforismo) oída o pronunciada como por casualidad, capaz de condensar el sentimiento de toda una época; la sucinta y emotiva descripción de un paisaje; descarnados apuntes de crítica literaria; un afilado juicio político, hilvanado en medio de consideraciones sobre el tiempo, la higiene, la salud, las mujeres o la gastronomía... Todo esto y mucho más contiene el dietario que Josep Pla (Palafrugell, 1897-Llofriu, 1981) escribió entre marzo de 1918 y noviembre de 1919, siendo un joven estudiante de Derecho al que el cierre de la universidad, a causa de la Gran Guerra, obliga a interrumpir sus estudios en Barcelona y regresar a su pueblo natal, donde se entretiene, con constancia de grafómano, en escribir sus impresiones sobre el día a día en un cuaderno gris. Observador minucioso, Pla proyectará a posteriori sobre sus apuntes de juventud, laboriosamente reelaborados, toda una vida de corresponsal --El cuaderno gris acaba justo antes de que el joven Pla parta hacia París, el primero de sus destinos en el extranjero--, ya sea en Francia tras el fin de la guerra, en Roma durante el despunte del fascismo o en el Madrid de la Segunda República. Tras un período retirado de la vida pública, en los años cincuenta retoma los viajes porel mundo a instancias de Josep Vergés, histórico editor de Pla en Destino, quien también le convencerá para editar su obra completa, 46 volúmenes que se abrirán en 1966 precisamente con este libro. Traducido años después al castellano por Dionisio Ridruejo y su mujer, Gloria de Ros, El cuaderno gris llega hoy hasta nosotros revisado por Narcís Garolera, catedrático de Filología Catalana de la Universitat Pompeu Fabra, y vuelve, así, a lucir como lo concibió Pla: un libro de vida que es también valioso testimonio de una época y el mejor exponente de la obra de uno de los más grandes de la literatura catalana.",575.0,español,9788481301571.0,Estantería 3.5,PBpFAgAACAAJ
El Enígma Del Scríptorium,,,,Pedro Ruiz García,"García, Pedro Ruiz",SM,,2012.0,,"Francisca trabaja como aprendiz en el scriptorium real de Alfonso X, en Toledo. Un día es testigo, junto a un joven musulmán, de un asesinato. Desde el primer momento, Francisca y Karim son acusados de estas muertes, por lo que han de iniciar una investigación que demuestre su inocencia. En esta búsqueda, los jóvenes logran superar la desconfi anza mutua que sienten por pertenecer a diferentes religiones y esferas sociales; y acaban enamorándose. Finalmente, consiguen resolver el enigma gracias a sus conocimientos, a su valor y a la ayuda de sus fi eles amigos. Al hilo de la resolución del misterio que plantea, recrea con veracidad el Toledo del siglo XIII, donde, bajo el reinado de Alfonso X el Sabio, conviven en una precaria armonía cristianos, musulmanes y hebreos. Además, propicia un acercamiento a conocidas leyendas y obras literarias de la Edad Media.",209.0,inglés,9788467555745.0,Estantería 3.5,NogNuwAACAAJ
El extraño caso del Dr. Jekyll y Mr. Hyde,,.,20.0,Robert Louis Stevenson,"Stevenson, Robert Louis","Bibliotex, S.L.",2001/11/01,2001.0,Fiction,One of the finest psychological thrillers ever to be written. The book has since seen multiple adaptions in literary and cinematic pieces,95.0,inglés,9788481301342.0,Estantería 3.5,LWhGPgAACAAJ
El Gran Gatsby,,.,2.0,Francis Scott Fitzgerald,"Fitzgerald, Francis Scott",Bibliotex,2001/11/01,2001.0,Fiction,Wonderful hardbound editions of contemporary classics at inexpensive prices.,191.0,español,9788481301137.0,Estantería 3.5,yqIVAAAACAAJ
El Hombre Iluminado / The Sunlit Man,,,,Brandon Sanderson,"Sanderson, Brandon",PRH Grupo Editorial,2024/02/20,2024.0,Fiction,"Brandon Sanderson, el gran autor de fantasía del siglo XXI, nos lleva a un futuro de su universo del Cosmere en el que un perpetuo vagabundo planetario deberá decidir si seguir huyendo o quedarse y ayudar en un mundo atribulado.  El Hombre Iluminado es una de las cuatro increíbles novelas con las que Sanderson ha protagonizado la mayor campaña de micromecenazgo de la historia de Kickstarter. Hace años tenía compañeros de armas y una causa en la que creer, pero ahora el hombre que se hace llamar Nómada solo conoce la vida a la fuga. Obligado a saltar de un mundo a otro en el Cosmere cada vez que la implacable Brigada Nocturna le gana demasiado terreno, Nómada acaba en un nuevo planeta y de inmediato se ve implicado en la trifulca entre un tirano y los rebeldes que solo pretenden evitar que los conviertan en esclavos sin mente. Y todo bajo la amenaza constante de un amanecer cuyo calor derrite la misma piedra. Incapaz de comprender su idioma, ¿sabrá navegar el conflicto y obtener el suficiente poder para saltar fuera del planeta antes de que su mente o su cuerpo paguen el precio definitivo?  ENGLISH DESCRIPTION  From #1 New York Times bestselling author Brandon Sanderson―creator of The Stormlight Archive, the Mistborn Saga, and countless bestselling works of science fiction and fantasy―comes this standalone novel showing a rare glimpse of a future Cosmere universe.  Years ago, he had comrades in arms and a cause to believe in, but now the man who calls himself Nomad knows only a life on the run. Forced to hop from world to world in the Cosmere whenever the relentless Night Brigade gets too close, Nomad lands on a new planet and is instantly caught up in the struggle between a tyrant and the rebels who want only to escape being turned into mindless slaves―all under the constant threat of a sunrise whose heat will melt the very stones. Unable to understand the language, can he navigate the conflict and gain enough power to leap off world before his mind or body pay the ultimate price?",544.0,español,9788419260123.0,Estantería 3.5,CFwa0AEACAAJ
El honor perdido de Katharina Blum,,.,46.0,Heinrich Böll,"Böll, Heinrich",Unidad Editorial,,1999.0,Fiction,,119.0,español,9788481301649.0,Estantería 3.5,vhcOAQAACAAJ
El ingenioso caballero don Quijote de la Mancha,Parte II,.,1.0,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",El Mundo,,1999.0,,"También conocido como ""El Quijote apócrifo"", fue publicado en Tarragona el año de 1614, hasta el momento no se ha podido dar con la verdadera identidad del autor que escribió la obra bajo el seudónimo Alonso Fernández de Avellaneda. La suya no constituye la única imitación del libro en tiempos de Miguel de Cervantes, pero sí la más importante en su época como para ser citada en la auténtica segunda parte de Don Quijote que apareció publicada al año siguiente.",456.0,español,9788481301106.0,Estantería 3.5,YifpQgAACAAJ
El ingenioso hidalgo don Quijote de la Mancha,Parte I,.,1.0,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes",El Mundo,,1999.0,,"También conocido como ""El Quijote apócrifo"", fue publicado en Tarragona el año de 1614, hasta el momento no se ha podido dar con la verdadera identidad del autor que escribió la obra bajo el seudónimo Alonso Fernández de Avellaneda. La suya no constituye la única imitación del libro en tiempos de Miguel de Cervantes, pero sí la más importante en su época como para ser citada en la auténtica segunda parte de Don Quijote que apareció publicada al año siguiente.",430.0,español,9788481301090.0,Estantería 3.5,sjZGPgAACAAJ
El jugador,,.,16.0,Fiódor Dostoievski,"Dostoievski, Fiódor",El Mundo,,1999.0,Translations into English,,199.0,español,9788481301311.0,Estantería 3.5,EmO9QwAACAAJ
El Retrato de Dorian Grey,,.,10.0,Oscar Wilde,"Wilde, Oscar",Bibliotex,2001/11/01,2001.0,Fiction,Wonderful hardbound editions of contemporary classics at inexpensive prices.,255.0,español,9788481301151.0,Estantería 3.5,te0hygAACAAJ
El ritmo de la guerra / Rhythm of War,,,,Brandon Sanderson,"Sanderson, Brandon",PRH Grupo Editorial,2021/02/23,2021.0,Fiction,"La esperada continuación de Juramentada. Brandon Sanderson, en la cima de su carrera.Tras forjar una coalición de resistencia humana contra la invasión enemiga, Dalinar Kholin y sus Caballeros Radiantes llevan un año librando una guerra prolongada y brutal. Ningún bando ha logrado obtener ventaja.Mientras los nuevos descubrimientos tecnológicos cambian el trasfondo de la contienda, el enemigo prepara una operación audaz y peligrosa. La carrera armamentística resultante desafiará el mismo núcleo de los ideales Radiantes y quizá revele los secretos de la antiquísima torre en la que una vez residió toda su fuerza.ENGLISH DESCRIPTIONThe Stormlight Archive saga continues in Rhythm of War, the eagerly awaited sequel to Brandon Sanderson's #1 New York Times bestselling Oathbringer, from an epic fantasy writer at the top of his game.After forming a coalition of human resistance against the enemy invasion, Dalinar Kholin and his Knights Radiant have spent a year fighting a protracted, brutal war. Neither side has gained an advantage, and the threat of a betrayal by Dalinar’s crafty ally Taravangian looms over every strategic move.Now, as new technological discoveries by Navani Kholin’s scholars begin to change the face of the war, the enemy prepares a bold and dangerous operation. The arms race that follows will challenge the very core of the Radiant ideals, and potentially reveal the secrets of the ancient tower that was once the heart of their strength.At the same time that Kaladin Stormblessed must come to grips with his changing role within the Knights Radiant, his Windrunners face their own problem: As more and more deadly enemy Fused awaken to wage war, no more honorspren are willing to bond with humans to increase the number of Radiants. Adolin and Shallan must lead the coalition’s envoy to the honorspren stronghold of Lasting Integrity and either convince the spren to join the cause against the evil god Odium, or personally face the storm of failure.",1408.0,español,9788417347932.0,Estantería 3.5,LF-REAAAQBAJ
El señor presidente,,.,22.0,Miguel Ángel Asturias,"Asturias, Miguel Ángel",Unidad editorial 1999 .,2001/11/01,2001.0,Fiction,,255.0,español,9788481301359.0,Estantería 3.5,u85DQwAACAAJ
El túnel,,.,15.0,Ernesto R. Sábato,"Sábato, Ernesto R.",El Mundo,,1999.0,Spanish fiction,Het verhaal van een schilder die zozeer wordt gekweld door eenzaamheid en jaloezie dat hij een gewelddadige uitweg zoekt.,128.0,español,9788481301335.0,Estantería 3.5,CXKfPwAACAAJ
ENDYMION,LOS CANTOS DE HYPERION (VOL. III),,,Dan Simmons,"Simmons, Dan",B de Bolsillo (Ediciones B),2010/02/01,2010.0,Fiction,"Han pasado 274 años desde la caida de Hyperion, y la hegemonia se ha transformado en una teocracia regida por Pax, la organizacion cívico-militar de la Iglesia Católica.  Gracias al cruciforme, la inmortalidad es efectiva y la nueva fe, universal. Pax solo teme la llegada de un nuevo mesías. Un joven pastor condenado por asesinato, Endymion, debera muy a su pesar proteger, con el androide Bettik, a ese nuevo mesías: Aenea, hija de Keats, que retorna de las Tumbas del Tiempo de Hyperion.  Trepidante novela de acción y aventuras, Endymion resuelve algunos interrogantes planetados en Hyperion y La caída de Hyperion, pero plantea otros de extrema importancia. Simmons trata con su característica habilidad y maestria un original y sorprendente universo especulativo.  ENGLISH DESCRIPTION  ENDYMION Two hundred and seventy-four years after the fall of the WorldWeb in Fall of Hyperion, Raoul Endymion is sent on a quest. Retrieving Aenea from the Sphinx before the Church troops reach her is only the beginning. With help from a blue-skinned android named A. Bettik, Raoul and Aenea travel the river Tethys, pursued by Father Captain Frederico DeSoya, an influential warrior-priest and his troops. The shrike continues to make enigmatic appearances, and while many questions were raised in Hyperion and Fall of Hyperion, still more are raised here. Raoul's quest will continue.",736.0,español,9788498723588.0,Estantería 3.5,_TsVQwAACAAJ
Eugénie Grandet,la comedia humana,.,11.0,Honoré de Balzac,"Balzac, Honoré de",Millenium,,1999.0,,,253.0,español,9788481301250.0,Estantería 3.5,llg_AAAACAAJ
Extraordinarios Casos de Monsieur Dupin,,.,19.0,Edgar Allan Poe,"Poe, Edgar Allan",Unidad Editorial,2001/11/01,2001.0,Fiction,,125.0,español,9788481301199.0,Estantería 3.5,9l4HAAAACAAJ
Fausto,,.,50.0,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",Bibliotex,,2001.0,,,478.0,español,9788481301670.0,Estantería 3.5,Gi3tAAAACAAJ
Frankenstein o El moderno Prometeo,,.,18.0,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Bibliotex,2001/11/01,2001.0,Fiction,,240.0,español,9788481301328.0,Estantería 3.5,BnJDPgAACAAJ
Fuente Ovejuna,,.,24.0,Lope de Vega,"Vega, Lope de",Unidad,,1999.0,Spanish language books,,120.0,español,9788481301397.0,Estantería 3.5,alDHvgEACAAJ
"Hamlet, príncipe de Dinamarca",,.,3.0,William Shakespeare,"Shakespeare, William","Bibliotex, S.L.",2001/11/01,2001.0,Drama,"Hamlet, the prince of Denmark, is urged by his father's ghost to avenge his murder by his wife and his brother who has seized the throne.",126.0,español,9788481301120.0,Estantería 3.5,rLXfQwAACAAJ
Historia de los estilos artísticos II,,,,Ursula Hatje,"Hatje, Ursula",Ediciones AKAL,1973/01/01,1973.0,History,"Bajo la dirección de Ursula Hatje, un equipo de prestigiosos especialistas han elaborado este panorama general de la estilística, donde junto al dato preciso e indisp ensable se expresan las características históricas de cada tendencia artística, incluidos los movimientos renovadores más recientes.",703.0,español,9788470900488.0,Estantería 3.5,ZGjZ32pM6isC
